id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label,Q4
523461,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$3 ,Spiderman,Soda,"Parents,Siblings,Friends",,Pizza,3.0
312640,4,"At least 3 with the dough cheese and sauce, afterwards is user preference for anywhere between 3-8 toppings being standard","Week day lunch,Week day dinner,Weekend dinner,At a party",about 2 dollars for a slice but for a full pizza depending on the size between 12-24 dollars,Anchorman,Coke a cola,Friends,,Pizza,12.666666666666666
854745,3,4,"Week day lunch,Weekend lunch,At a party,Late night snack",$5 ,Friends,Soda,Friends,A moderate amount (medium),Pizza,5.0
711854,2,"flour, pepperoni, bacon, cheese, chicken, some sauce
6 ingredients","Week day lunch,Weekend dinner,At a party,Late night snack","For a whole pizza with 16 inches, $30",Zootopia,Coke,Friends,A moderate amount (medium),Pizza,23.0
739254,4,around 5 to 10 ingredients.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",4 dollars,Home Alone,Sprite,Friends,,Pizza,4.0
621555,3,"Well I guess if we're counting the ingredients for the dough, probably at least 6 - 7 for a cheese pizza, more for anything more complex.

 

If not counting ingredients for dough, then a cheese pizza has 3: dough, sauce, and cheese","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party"," 5$ for a slice of generic cheaper pizza, 15-20 for a whole pizza chain pizza size medium and 15-30 for a whole smaller more gourmet pizza.",I don't watch movies.,Ice tea???? Or fountain drinks in general. I like Dr. Pepper,Friends,A lot (hot),Pizza,17.0
602482,3,"Around 4-5: Dough, sauce, cheese, toppings.

(However, it depends on how you classify ingredients; for instance, you could divide sauce into tomatoes, salt, olive oil, etc).","Weekend lunch,Weekend dinner,At a party",4-6 dollars,"To be honest I can't really think of any movie

But if I have to answer I would say Minions: Rise of Gru",Soda,"Friends,Teachers",,Pizza,5.0
630416,3,About 6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","$6 + tax for 2 slices, so 6","Ratatouille, because the rat is Italian and Italians like pizza","Water, because water is good for you","Parents,Siblings,Friends,Teachers,Strangers",I will have some of this food item with my hot sauce,Pizza,4.666666666666667
505458,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,,Soft drink,Friends,,Pizza,15.0
296589,3,"About 4 such as milk, flour to make the dough, tomato sauce, and cheese to make a foundational cheese pizza","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Around $2-3 give or take,Terminator,"Pop, soda, alcohol, or water",Friends,A little (mild),Pizza,2.5
604826,3,"I expected to have 6 ingredients.

 

flour

tomato sauce

cheese

oil

yeast

Basil

 ","Week day lunch,Weekend lunch,At a party,Late night snack","I will expect to pay 6 dollars for one serving of this food item.

 ",I think about about the movie Home Alone.,I will pair this food item with sparkling water.,Friends,,Pizza,6.0
387820,4,5 - 6 ingredients. ,Weekend lunch,,Men in Black,Diet coke,Teachers,A little (mild),Pizza,flag
603612,4,7,"Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Teenage Mutant Ninja Turtles,Water,"Parents,Strangers",,Pizza,15.0
712252,4,13,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$4 ,Cloudy with a Chance of Meatballs,Coke,"Siblings,Friends",,Pizza,4.0
742226,4,"The number of ingredients vary depending on what ""version"" of the food item you're making, but generally it has at least 3","Week day lunch,Weekend lunch,At a party",$5-$10,Teenage Mutant Ninja Turtles,Soda,"Siblings,Friends",,Pizza,7.5
712771,3,More than 4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,Green Book,Orange juice,Parents,,Pizza,20.0
746466,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",24,The DaVinci Code,Ginger Ale,"Siblings,Friends",A little (mild),Pizza,24.0
601737,4,"flour, oil, cheese, tomato sauce, pepperoni, so 5 ingredients.","Weekend lunch,At a party,Late night snack",5 dollars,action movie like mission impossible,coke,Friends,A little (mild),Pizza,5.0
631902,2,3,"Week day lunch,Week day dinner,Weekend dinner,At a party",$4 ,Spider-man,Soda,"Parents,Friends,Teachers",A little (mild),Pizza,4.0
312320,5,"dough

pizza red sauce

onions

garlic

pepperoni

bacon

hot peppers

green peppers

mushrooms

ham

pineapple

double mozzarella cheese","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",if one serving means 1 slice = price approx for slice = $4,I think of the Ninja Turtle movies when thinking of pizza,i like Coke Cola the best with this pizza,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza,2.5
519986,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,"Crazy, Stupid, Love",Coke,"Friends,Strangers",A little (mild),Pizza,4.0
626771,2,"I would expect this food to contain multiple ingredients, but only a minimum of three elements. That means that it would take multiple ingredients to make a single element, i.e flour, salt, olive oil, yeast and other ingredients to make dough, where the dough is one element that is comprised of several ingredients. In terms of numbers, I would expect about 7-15 ingredients to make this food item.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",I would expect to pay between $2-5 CAD for one serving of this food item.,I think of the movie Little Italy. The entire plot revolves around two individuals who are competing in a restaurant business where their primary product is this food item.,"I would pair this food item with a soda of choice. For me, that would be Diet Coke. I am also a fan of pairing this food item with apple juice.","Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza,3.5
407257,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3,Teenage Mutant Ninja Turtles,"Soda

Pop

Coke","Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza,3.0
626883,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","Around $3-4 per slice. For a full pizza, around $1-2 dollar per inch.",The Hunger Games,Water,Friends,,Pizza,2.5
727339,3,"At least 5:

* Flour, yeast, salt, tomato sauce, cheese","Week day lunch,Weekend lunch,Weekend dinner,At a party",15$ for 1 whole pizza (8 slices),Cloudy with a Chance of Meatballs,Sprite,"Friends,Strangers",,Pizza,8.0
631448,4,At least 4-5 ingredients,"Week day dinner,Weekend lunch,Weekend dinner,At a party","For a whole pizza around 11 dollars, and for one slice I expect around 1.5 dollars",Ratatouille,"Coke/Diet Pepsi, although I would literally have to eat healthy for the next straight 2 weeks.","Parents,Siblings,Friends,Teachers",A lot (hot),Pizza,6.25
634885,3,5,"Week day lunch,Weekend lunch,At a party",$4 ,Luca,Water,Friends,,Pizza,4.0
619932,2,Around 6-8 depending on the number of toppings.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 ,Any movie set in New York,Soda,"Teachers,Strangers",A little (mild),Pizza,5.0
601986,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",one slice for 3.45$,Home Alone,Milkshake,Friends,A little (mild),Pizza,3.45
631141,4,"4 for the dough, 3 for the toppings, total 7","Week day lunch,Weekend dinner,At a party,Late night snack",$4 ,Home Alone,Pepsi,"Friends,Strangers",,Pizza,4.0
631069,4,10-15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6 ,Home Alone,Soft drink (coke/pepsi),Friends,A moderate amount (medium),Pizza,6.0
634508,4,7,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$3 ,Grown ups,Coke,"Siblings,Friends",A little (mild),Pizza,3.0
206744,2,"10 ingredients

flour, yeast, water, oil, herbs and spices, pizza sauce, cheese, any 3 toppings","Weekend dinner,At a party",$5 ,Spider-Man 2,Coke,"Parents,Siblings,Friends",,Pizza,5.0
498213,3,at least 5 ingredients for a normal standard pizza,"At a party,Late night snack",similar to what Costco pizza price is and as big of that portion. around 2.7 cad for 1.5 piece (pretty big),"im thinking of cartoons and mostly western based cartoon. Though, I can't think of anything specific. But mostly western cartoon movies.","soda for sure, personally Diet Coke.",Friends,A little (mild),Pizza,2.1
627496,3,8 ingredients,"Weekend lunch,Weekend dinner,At a party",4.25 dollars,Home Alone,Coke,"Parents,Siblings,Friends",A little (mild),Pizza,4.25
629659,1,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12$,Toy Story,Kraken Spiced Rum,"Friends,Strangers",A lot (hot),Pizza,12.0
630190,2,I would expect this food to contain 4-6 ingredients.,"Week day lunch,Weekend lunch,At a party,Late night snack",I would expect to pay 5$ for one serving.,"I think of Italian mobster movies, like the Godfather.","Iced tea, or soda.","Parents,Friends",,Pizza,5.0
401586,3,10,"Week day lunch,At a party,Late night snack",3.5,Home Alone,diet coke,Friends,A moderate amount (medium),Pizza,3.5
629263,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3 ,Teenage mutant ninja turtles,Diet Pepsi,"Parents,Siblings,Friends",A little (mild),Pizza,3.0
631678,2,5,"Week day lunch,Weekend dinner,At a party,Late night snack",$5 ,Transformers,Coke,Friends,,Pizza,5.0
411681,2,3-4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6 ,Spiderman (with Tobey Maguire),Pop,Friends,,Pizza,6.0
518733,2,5-6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 dollars,spiderman 2,coke,"Parents,Siblings,Friends",A lot (hot),Pizza,5.0
630378,3,7-10,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 ,Home Alone 2: Lost in New York,Pepsi,Friends,A moderate amount (medium),Pizza,5.0
631142,3,5 Ingredients,"Week day dinner,Weekend lunch,At a party,Late night snack",$5 per serving,Spider-Man,Ginger Ale,"Friends,Teachers",A little (mild),Pizza,5.0
519976,3,"Flour
Egg
Milk
Tomato Sauce
Yeest","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 dollars.,Goodfellas. (There is a restaurant that sells pizza and is goodfellas themed),Water,"Parents,Siblings,Friends,Teachers",,Pizza,5.0
604991,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Toy Story,Ginger Ale,"Parents,Teachers,Strangers",A little (mild),Pizza,5.0
522483,4,"Pepperoni, cheese, dough","Weekend dinner,At a party",$10 ,No movie,Water or juice or Ramune soda,Friends,,Pizza,10.0
629723,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",$8 ,Wayne's World,Diet Coke,Friends,,Pizza,8.0
387522,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,Teenage Mutant Ninja Turtles,Coca Cola,"Friends,Strangers",A little (mild),Pizza,15.0
613484,5,8,"Week day lunch,Weekend lunch",$3.00 ,Avengers: end game,Coke,Friends,A lot (hot),Pizza,3.0
388729,5,"Typical food items usually include around 8-14 ingredients. For example, even the simplest French dish like a creamy vegetable stew requires six main ingredients: potatoes, broccoli, carrots, butter, salt, and parsley. Similarly, a typical Chinese stir-fry often involves a variety of components, including a primary ingredient (like chicken or tofu), supporting vegetables (such as bell peppers or onions), seasonings (like soy sauce, oyster sauce, sugar, and salt), and additional aromatics (such as garlic, ginger, or scallions). Whether it's Western or Asian cuisine, the number of ingredients often depends on the complexity of the dish and the layering of flavors.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","it depends on. For instance, if the dish is quiet complex, I may would like to pay more for it. But In average, I would expect to pay around 20 dollar.","It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",I would like to take fruit team when I have a meal !,Friends,,Pizza,20.0
494373,1,5-6 ingredients,"Weekend dinner,At a party",15-20,spaghetti with a chance of meatballs,coke zero,"Friends,Strangers",,Pizza,17.5
630977,4,6 ingredients,At a party,"5 per slice

but 20 for a whole pizza",No movie,DIp or Pop,Friends,,Pizza,12.5
621982,3,5,Week day lunch,10 dollars,man in black,coke,Friends,A moderate amount (medium),Pizza,10.0
605537,3,6,"Week day lunch,Weekend lunch,At a party",8,Ratatouille,diet coke,Friends,,Pizza,8.0
607073,3,3-4,"Week day dinner,Weekend dinner",3-4 dollars,sci-fic type,pop drinks,Friends,A little (mild),Pizza,3.5
624443,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3 ,Teenage Mutant Ninja Turtles,Soda,Parents,,Pizza,3.0
718089,3,5 to 7,"Weekend dinner,At a party,Late night snack",$5 ,Toy Story ,Coke,"Friends,Teachers",A little (mild),Pizza,5.0
622727,3,"At least 3 or more depending on the toppings. The bare minimum would be: dough or flatbread, tomato paste, cheese.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Between $2 to $4 for one slice.,Home Alone,Coca-Cola or water,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza,3.0
609617,4,"4 Base Ingredients: Flour, Water, Tomatoes, Cheese","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 3$ is a fair price,Breaking Bad,Coca Cola,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza,3.0
526064,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.50 ,Teenage Mutant Ninja Turtles,Soda,"Friends,Teachers",A little (mild),Pizza,2.5
609179,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Teenage mutant ninja turtles,coke,"Parents,Siblings,Friends",A moderate amount (medium),Pizza,5.0
627638,2,"It really varies depending on the type of pizza and toppings that are chosen, e.g. a simple cheese pizza is usually made up of 3 ingredients (dough, sauce, cheese), whereas a deluxe pizza could have something like 10 ingredients.

Note: this is assuming we are not making anything from scratch, i.e. the pizza dough counts as one ingredient, the sauce counts as one ingredient, and so on.","Week day lunch,Weekend lunch,At a party",About $4.,Teenage Mutant Ninja Turtles.,A soda or iced tea - I personally like to choose iced tea over soda.,"Parents,Siblings",,Pizza,4.0
411117,2,4,"Week day dinner,Weekend dinner,At a party,Late night snack",$6 ,Do The Right Thing,Coca-Cola,"Parents,Siblings",,Pizza,6.0
634430,3,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$3.00 ,Deadpool,Pepsi,Strangers,,Pizza,3.0
631711,3,"Three: Bread, tomato sauce, and cheese.","Week day lunch,Weekend lunch,At a party,Late night snack",$10 ,Ratatouille,Coke,"Parents,Siblings,Friends,Teachers,Strangers",A lot (hot),Pizza,10.0
606010,3,i expect it to contain about 3-4 ingredients. I mean 3 of them need to be present for it to be what it is but I like it topped up.,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",ideally like a 1$ but I expect to pay around 3-7$. USD,I actually think of the series breaking bad and that famous scene where walter flips out.,"Cola, but ill probably drink water.","Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza,3.6666666666666665
631436,2,"A simple pizza should have 5-7 ingredients. For clarity on the topic, I will just reply with 6.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","One slice should be $3, unfortunately the school does not see it this way and overcharges us for $4-$5 per slice. For clarity on the question, the answer should be $3. ","I think of the movie ""Cloudy with a Chance of Meatballs"" because I associate pizza with popular Italian cuisine, and meatballs is Italian cuisine. ",I would pair Pepsi with Pizza.,"Parents,Siblings,Friends",,Pizza,3.75
633712,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Spider-Man 2,Water,"Parents,Siblings,Friends",,Pizza,15.0
609556,3,7,"Week day lunch,Weekend dinner,At a party,Late night snack",5 dollar,Ratatouille,Coke,"Friends,Teachers",A lot (hot),Pizza,5.0
520090,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 ,Space Jam,Coca-Cola,"Friends,Strangers",A little (mild),Pizza,5.0
602234,2,"6 total. Ingredients include dough, cheese, tomato sauce, and about 3 toppings depending on the consumer.","Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","For one serving, I expect pizza to cost about $10. That's the economy for you.","When eating pizza, I think of the movie ""Shrek 2"".",I would pair chocolate milk with pizza. Mmmm... chocolate milk...,"Siblings,Friends",A little (mild),Pizza,10.0
741592,3,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.99,Home Alone,Soda,"Siblings,Friends",,Pizza,2.99
628547,3,9,"Week day dinner,Weekend dinner,At a party,Late night snack",$5 ,Ratatouille,Coca cola,"Friends,Teachers",A little (mild),Pizza,5.0
501513,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,Friends,Nestea,Friends,A moderate amount (medium),Pizza,15.0
630929,3,6,"Weekend dinner,At a party",$2 ,spiderman,soda,"Siblings,Friends",,Pizza,2.0
