id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
498213,3,5.0,"At a party,Late night snack",similar to what Costco pizza price is and as big of that portion. around 2.7 cad for 1.5 piece (pretty big),"im thinking of cartoons and mostly western based cartoon. Though, I can't think of anything specific. But mostly western cartoon movies.","soda for sure, personally Diet Coke.",Friends,A little (mild),Pizza
627496,3,8.0,"Weekend lunch,Weekend dinner,At a party",4.25 dollars,Home Alone,Coke,"Parents,Siblings,Friends",A little (mild),Pizza
629659,1,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12$,Toy Story,Kraken Spiced Rum,"Friends,Strangers",A lot (hot),Pizza
630190,2,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",I would expect to pay 5$ for one serving.,"I think of Italian mobster movies, like the Godfather.","Iced tea, or soda.","Parents,Friends",None,Pizza
401586,3,10.0,"Week day lunch,At a party,Late night snack",3.5,Home Alone,diet coke,Friends,A moderate amount (medium),Pizza
629263,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3 ,Teenage mutant ninja turtles,Diet Pepsi,"Parents,Siblings,Friends",A little (mild),Pizza
631678,2,5.0,"Week day lunch,Weekend dinner,At a party,Late night snack",$5 ,Transformers,Coke,Friends,None,Pizza
411681,2,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$6 ,Spiderman (with Tobey Maguire),Pop,Friends,None,Pizza
518733,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 dollars,spiderman 2,coke,"Parents,Siblings,Friends",A lot (hot),Pizza
630378,3,10.0,"Week day lunch,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 ,Home Alone 2: Lost in New York,Pepsi,Friends,A moderate amount (medium),Pizza
631142,3,5.0,"Week day dinner,Weekend lunch,At a party,Late night snack",$5 per serving,Spider-Man,Ginger Ale,"Friends,Teachers",A little (mild),Pizza
519976,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5 dollars.,Goodfellas. (There is a restaurant that sells pizza and is goodfellas themed),Water,"Parents,Siblings,Friends,Teachers",None,Pizza
604991,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Toy Story,Ginger Ale,"Parents,Teachers,Strangers",A little (mild),Pizza
522483,4,3.0,"Weekend dinner,At a party",$10 ,No movie,Water or juice or Ramune soda,Friends,None,Pizza
629723,2,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",$8 ,Wayne's World,Diet Coke,Friends,None,Pizza
387522,5,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,Teenage Mutant Ninja Turtles,Coca Cola,"Friends,Strangers",A little (mild),Pizza
613484,5,8.0,"Week day lunch,Weekend lunch",$3.00 ,Avengers: end game,Coke,Friends,A lot (hot),Pizza
388729,5,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","it depends on. For instance, if the dish is quiet complex, I may would like to pay more for it. But In average, I would expect to pay around 20 dollar.","It sounds like you're referring to the movie Ratatouille! It’s a Pixar animated film about a rat named Remy who dreams of becoming a great chef despite being a rodent in a profession dominated by humans. The story is set in Paris, and it beautifully blends themes of passion, creativity, and perseverance in the culinary world. Let me know if this is the one you're thinking of!",I would like to take fruit team when I have a meal !,Friends,None,Pizza
494373,1,5.0,"Weekend dinner,At a party",15-20,spaghetti with a chance of meatballs,coke zero,"Friends,Strangers",None,Pizza
630977,4,6.0,At a party,"5 per slice

but 20 for a whole pizza",No movie,DIp or Pop,Friends,None,Pizza
621982,3,5.0,Week day lunch,10 dollars,man in black,coke,Friends,A moderate amount (medium),Pizza
605537,3,6.0,"Week day lunch,Weekend lunch,At a party",8,Ratatouille,diet coke,Friends,None,Pizza
607073,3,4.0,"Week day dinner,Weekend dinner",3-4 dollars,sci-fic type,pop drinks,Friends,A little (mild),Pizza
624443,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$3 ,Teenage Mutant Ninja Turtles,Soda,Parents,None,Pizza
718089,3,5.0,"Weekend dinner,At a party,Late night snack",$5 ,Toy Story ,Coke,"Friends,Teachers",A little (mild),Pizza
622727,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",Between $2 to $4 for one slice.,Home Alone,Coca-Cola or water,"Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
609617,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Around 3$ is a fair price,Breaking Bad,Coca Cola,"Parents,Siblings,Friends,Teachers",A moderate amount (medium),Pizza
526064,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$2.50 ,Teenage Mutant Ninja Turtles,Soda,"Friends,Teachers",A little (mild),Pizza
609179,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,Teenage mutant ninja turtles,coke,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
627638,2,3.0,"Week day lunch,Weekend lunch,At a party",About $4.,Teenage Mutant Ninja Turtles.,A soda or iced tea - I personally like to choose iced tea over soda.,"Parents,Siblings",None,Pizza
411117,2,4.0,"Week day dinner,Weekend dinner,At a party,Late night snack",$6 ,Do The Right Thing,Coca-Cola,"Parents,Siblings",None,Pizza
634430,3,4.0,"Week day dinner,Weekend lunch,Weekend dinner,At a party",$3.00 ,Deadpool,Pepsi,Strangers,None,Pizza
631711,3,4.0,"Week day lunch,Weekend lunch,At a party,Late night snack",$10 ,Ratatouille,Coke,"Parents,Siblings,Friends,Teachers,Strangers",A lot (hot),Pizza
606010,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",ideally like a 1$ but I expect to pay around 3-7$. USD,I actually think of the series breaking bad and that famous scene where walter flips out.,"Cola, but ill probably drink water.","Parents,Siblings,Friends,Teachers,Strangers",A little (mild),Pizza
631436,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","One slice should be $3, unfortunately the school does not see it this way and overcharges us for $4-$5 per slice. For clarity on the question, the answer should be $3. ","I think of the movie ""Cloudy with a Chance of Meatballs"" because I associate pizza with popular Italian cuisine, and meatballs is Italian cuisine. ",I would pair Pepsi with Pizza.,"Parents,Siblings,Friends",None,Pizza
633712,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,Spider-Man 2,Water,"Parents,Siblings,Friends",None,Pizza
609556,3,7.0,"Week day lunch,Weekend dinner,At a party,Late night snack",5 dollar,Ratatouille,Coke,"Friends,Teachers",A lot (hot),Pizza
520090,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$5 ,Space Jam,Coca-Cola,"Friends,Strangers",A little (mild),Pizza
602234,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party","For one serving, I expect pizza to cost about $10. That's the economy for you.","When eating pizza, I think of the movie ""Shrek 2"".",I would pair chocolate milk with pizza. Mmmm... chocolate milk...,"Siblings,Friends",A little (mild),Pizza
741592,3,12.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",2.99,Home Alone,Soda,"Siblings,Friends",None,Pizza
628547,3,9.0,"Week day dinner,Weekend dinner,At a party,Late night snack",$5 ,Ratatouille,Coca cola,"Friends,Teachers",A little (mild),Pizza
501513,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,Friends,Nestea,Friends,A moderate amount (medium),Pizza
630929,3,6.0,"Weekend dinner,At a party",$2 ,spiderman,soda,"Siblings,Friends",None,Pizza
617379,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$5 ,The spongebob movie (2004),Dr. Pepper,Teachers,A moderate amount (medium),Pizza
617310,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",3.99,Italian Jon,Coca-Cola ,"Siblings,Friends",None,Pizza
495424,3,5.0,"Week day lunch,At a party",$5 ,Ratatouille,Canada Dry,Friends,None,Pizza
622787,3,5.0,"Week day lunch,Weekend lunch,At a party",4,spiderman 2,gingerale,"Friends,Teachers",None,Pizza
631716,4,10.0,"Week day lunch,Week day dinner,At a party,Late night snack","Slice - $5

Pizza - $20",Spider Man 2,Coca Cola,"Friends,Teachers,Strangers",A little (mild),Pizza
741658,3,4.0,"Week day lunch,Week day dinner",less than 5 dollars per piece.,Ratatouille,Sprite,Friends,None,Pizza
620745,4,15.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10-$15,Diary of a Wimpy Kid,Pop,"Parents,Siblings,Friends,Teachers",None,Pizza
611932,3,10.0,"Week day lunch,At a party,Late night snack",$8 ,Home Alone,Soda,"Friends,Strangers",None,Pizza
635602,2,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",Entire thing can be around $14-24 depending on its size,I think of the movie Chef(2014) as it was very food-related and had a lot of oven-baked goods.,"Soda - coke, sprite, crush, etc.","Parents,Siblings,Friends",I will have some of this food item with my hot sauce,Pizza
619892,3,10.0,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",$16.00 ,Teenage Mutant Ninja Turtles,Pepsi,"Parents,Siblings,Friends",A moderate amount (medium),Pizza
529289,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10 ,Step Brothers,Coke,"Parents,Siblings,Friends",A little (mild),Pizza
630738,3,9.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",5,rush hour,pop,"Parents,Siblings,Friends",None,Pizza
524766,5,10.0,"Week day lunch,Weekend lunch,At a party,Late night snack",15,Idk,Pop drink,"Parents,Siblings,Friends",None,Pizza
522148,2,10.0,"Week day lunch,Week day dinner,At a party",4,home alone,cola,Friends,None,Pizza
601547,2,3.0,"At a party,Late night snack",$15 each box,horror movie,coke,"Parents,Friends,Strangers",None,Pizza
631046,3,12.0,"Weekend dinner,At a party,Late night snack",10,The Godfather,"Pepsi, Coke","Parents,Siblings,Friends",None,Pizza
66222,3,8.0,"At a party,Late night snack",13,Garfield,Zero sugar coca cola,Friends,A moderate amount (medium),Pizza
603182,2,10.0,"Week day lunch,Weekend dinner,At a party",20 dollars,Ninja Turtles,Soda,"Parents,Siblings,Friends,Teachers",None,Pizza
632117,3,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack","If you buy a whole medium pizza it will cost about 12 CAD in Toronto, depending on the place you get it from. So a single ""serving"" or slice of this will be about 1 CAD. It depends on what is meant by serving.",Ratatouille.,"Soda like Coke, Sprite, Fanta, Crush, or Ginger Ale.","Parents,Siblings,Friends,Strangers",None,Pizza
630209,4,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$20 ,SpongeBob,Coke,Friends,A little (mild),Pizza
413395,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",25-Dec,Marvel Movies,Coke or Juice,Friends,A moderate amount (medium),Pizza
386750,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12 to 14 dollars,None,A glass of water,Parents,A little (mild),Pizza
617178,3,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",5 dollars.,The Princess Diaries,I would pair this item with soda.,Parents,None,Pizza
630128,1,3.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$2 per serving (a slice among 6),Little Italy,Any soft drink,"Friends,Teachers",None,Pizza
628736,3,3.0,"Week day lunch,Week day dinner,Weekend lunch,At a party",A couple of euro.,"Toy Story. The restaurant that the green aliens come from serve it. The name of the restaurant is an alliteration, with the last word of the name being “Planet”.",Water because cheese is very salty.,"Parents,Siblings,Friends,Teachers",I will have some of this food item with my hot sauce,Pizza
747734,4,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12-20 dollars,Deadpool vs Wolverine,smoothie,"Parents,Siblings",A lot (hot),Shawarma
517064,3,9.0,"Week day lunch,Week day dinner,Weekend lunch",I'd expect to pay around $13-16 for a good portion.,I don't think of any movie.,Water.,Friends,None,Shawarma
387330,5,5.0,"Week day lunch,Weekend lunch",$10 ,The Dictator,Sprite,Strangers,None,Shawarma
746750,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$10 ,I actually can not think of anything,juice,"Parents,Siblings",A moderate amount (medium),Shawarma
629285,4,8.0,Week day dinner,$8 ,MIB,nestea,Strangers,A moderate amount (medium),Shawarma
743488,4,5.0,"Week day lunch,Weekend lunch",$9.00 ,The Avengers,soda,Friends,None,Shawarma
523710,3,10.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$8-12,Aladdin,Coke,"Parents,Siblings",A little (mild),Shawarma
635179,4,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$8.00 ,Gladiator,Iced Tea,Siblings,A lot (hot),Shawarma
313562,3,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$10 ,fast and furious ,crush ,"Siblings,Friends",A moderate amount (medium),Shawarma
712670,4,5.0,"Week day dinner,Weekend lunch",7-10 dollors,Aladdin,Coca-Cola,"Parents,Siblings",A moderate amount (medium),Shawarma
635627,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$13 ,Avengers,Coke,"Siblings,Friends",A moderate amount (medium),Shawarma
524485,5,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",22,The Avengers,Coke,Friends,A moderate amount (medium),Shawarma
632320,4,3.0,"Week day dinner,Late night snack",8,None,ice lemon tea,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
633520,4,5.0,"Week day lunch,Weekend lunch,At a party,Late night snack","15-20, depending on whether it's a wrap or a bowl. ",Aladdin,Laban Ayran ,"Parents,Friends",A moderate amount (medium),Shawarma
606905,4,9.0,"Week day lunch,Week day dinner,Late night snack",11.99,borat,pineapple fanta,"Friends,Strangers",A lot (hot),Shawarma
393424,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,Avengers,Coke,"Siblings,Friends",A moderate amount (medium),Shawarma
618333,4,4.0,"Week day lunch,Late night snack",8 Cad,Oppenheimer,Coca cola,Friends,A moderate amount (medium),Shawarma
628558,2,8.0,Week day lunch,$12 ,"The Avengers. At the end of the film after the battle in NYC, Tony Stark suggests to the rest of the team that they go get shawarma.",tap water.,Strangers,None,Shawarma
613776,3,8.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12 CAD,The Avengers,Diet Coke,Parents,A little (mild),Shawarma
317214,5,2.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",I would expect to pay around 16$ for a regular sized serving of shawarma.,I think of movies that I've watch with either my friends or my siblings.,Any drink would pair well.,"Siblings,Friends",A moderate amount (medium),Shawarma
628093,4,6.0,Late night snack,$12.00 ,Deadpool 2.,Water.,Friends,None,Shawarma
411781,4,4.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,The Avengers,Coke Zero,"Parents,Siblings,Friends",None,Shawarma
525567,3,7.0,"Weekend lunch,Weekend dinner,Late night snack",12,The Kite Runner,Water,Friends,A lot (hot),Shawarma
634455,4,6.0,"Week day dinner,Weekend dinner,Late night snack",10-Jul,I dont think of a movie.,Water.,Friends,A lot (hot),Shawarma
498848,2,15.0,"Week day lunch,Weekend lunch",$10 ,Avengers,Pop,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
638838,4,10.0,"Week day lunch,Weekend lunch",$12.50 ,The Barbie Movie,Pepsi,Siblings,A moderate amount (medium),Shawarma
411253,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",5,avengers,sprite,Friends,None,Shawarma
410165,5,8.0,"Week day lunch,Weekend lunch",15,avengers,pineapple juice,Friends,A moderate amount (medium),Shawarma
608554,4,4.0,"Week day lunch,Week day dinner,Weekend dinner",15,Avengers,Laban,"Parents,Siblings",A lot (hot),Shawarma
602394,2,7.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",$15 ,Deadpool 2,Pop,Friends,A little (mild),Shawarma
743623,4,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",$15 for a moderately sized shawarma,Ratatouille,"Pop, such as Coke or Pepsi, or Jarritos",Friends,A lot (hot),Shawarma
87783,2,5.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",$10 per sandwich ,The Avengers. ,Yogurt Drink or Coca-Cola,"Parents,Siblings,Friends,Strangers",None,Shawarma
632431,2,6.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9.99$,Avenegers,Sprite,"Parents,Siblings,Strangers",A lot (hot),Shawarma
744091,3,1.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7-8$ for a whole wrap.,The Avengers,Water,Teachers,None,Shawarma
519570,4,13.0,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",$15 ,Breaking bad,Soda,"Parents,Friends",A little (mild),Shawarma
